Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
documentInformationScreen.checkSender(document),,,,21-05-2025 13:20:40,21-05-2025 13:20:41,0.459s,PASSED
documentInformationScreen.checkStatus(document),,,,21-05-2025 13:20:41,21-05-2025 13:20:41,0.421s,PASSED
documentInformationScreen.checkCreateDate(),,,,21-05-2025 13:20:41,21-05-2025 13:20:42,0.416s,PASSED
documentInformationScreen.checkFinishDate(document),,,,21-05-2025 13:20:42,21-05-2025 13:20:42,0.432s,PASSED
documentInformationScreen.checkPriority(document),,,,21-05-2025 13:20:42,21-05-2025 13:20:42,0.414s,PASSED
documentInformationScreen.checkDescription(document),,,,21-05-2025 13:20:42,21-05-2025 13:20:43,0.420s,PASSED
documentInformationScreen.checkAssigner(document),,,,21-05-2025 13:20:43,21-05-2025 13:20:46,3.304s,PASSED
documentInformationScreen.checkPresentFileName(document),,,,21-05-2025 13:20:46,21-05-2025 13:20:48,2.172s,PASSED
documentInformationScreen.checkAttachFileName(document),,,,21-05-2025 13:20:48,21-05-2025 13:20:52,3.718s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:20:52,21-05-2025 13:21:01,9.118s,PASSED
homeScreen.logout(),,,,21-05-2025 13:21:01,21-05-2025 13:21:10,8.715s,PASSED
loginScreen.login(auto6),,,,21-05-2025 13:21:10,21-05-2025 13:21:22,11.835s,PASSED
document.setAssigner(auto5),,,,21-05-2025 13:21:22,21-05-2025 13:21:22,0.002s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:21:22,21-05-2025 13:21:22,0.214s,PASSED
inComingDocument.viewInformationDocument(document),,,,21-05-2025 13:21:22,21-05-2025 13:21:59,36.811s,PASSED
documentInformationScreen.checkDocumentTitle(document),,,,21-05-2025 13:21:59,21-05-2025 13:22:00,1.092s,PASSED
documentInformationScreen.checkSender(document),,,,21-05-2025 13:22:00,21-05-2025 13:22:00,0.404s,PASSED
documentInformationScreen.checkStatus(document),,,,21-05-2025 13:22:00,21-05-2025 13:22:01,0.397s,PASSED
documentInformationScreen.checkCreateDate(),,,,21-05-2025 13:22:01,21-05-2025 13:22:01,0.420s,PASSED
documentInformationScreen.checkFinishDate(document),,,,21-05-2025 13:22:01,21-05-2025 13:22:01,0.436s,PASSED
documentInformationScreen.checkPriority(document),,,,21-05-2025 13:22:01,21-05-2025 13:22:02,0.434s,PASSED
documentInformationScreen.checkDescription(document),,,,21-05-2025 13:22:02,21-05-2025 13:22:02,0.426s,PASSED
documentInformationScreen.checkAssigner(document),,,,21-05-2025 13:22:02,21-05-2025 13:22:06,3.333s,PASSED
documentInformationScreen.checkPresentFileName(document),,,,21-05-2025 13:22:06,21-05-2025 13:22:08,2.057s,PASSED
documentInformationScreen.checkAttachFileName(document),,,,21-05-2025 13:22:08,21-05-2025 13:22:11,3.631s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:22:11,21-05-2025 13:22:21,9.258s,PASSED
homeScreen.logout(),,,,21-05-2025 13:22:21,21-05-2025 13:22:29,8.776s,PASSED
document.setAssigner(auto6),,,,21-05-2025 13:22:29,21-05-2025 13:22:29,0.002s,PASSED
loginScreen.login(auto7),,,,21-05-2025 13:22:29,21-05-2025 13:22:41,11.868s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:22:41,21-05-2025 13:22:41,0.285s,PASSED
inComingDocument.goToRelatedDocument(),,,,21-05-2025 13:22:41,21-05-2025 13:22:46,4.084s,PASSED
relatedDocumentScreen.viewInformationDocument(document),,,,21-05-2025 13:22:46,21-05-2025 13:23:21,35.143s,ERROR
Start listener action : afterTest,,,,21-05-2025 13:23:21,21-05-2025 13:23:27,6.714s,PASSED
,,,,,,,
Test Cases/IPAPER APP/003 TAO YEU CAU KHONG CO ASSIGNER,,,,21-05-2025 13:23:27,21-05-2025 13:27:54,4m - 26.456s,ERROR
Start listener action : beforeTest,,,,21-05-2025 13:23:27,21-05-2025 13:23:29,1.901s,PASSED
"REQUEST_NAME = ""Trình ký PDF có sẵn""",,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.000s,PASSED
"STATUS = ""Đang đợi xử lý""",,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.000s,PASSED
TO_DAY = SimpleDateFormat(dd/MM/yyyy).format(new java.util.Date()),,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.001s,PASSED
"ERROR_MESSAGE = ""Vui lòng nhập Email người nhận""",,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.000s,PASSED
"documentTitle = ""Trình ký "" + System.currentTimeMillis()",,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.001s,PASSED
auto5 = DataTest.getUserTest5(),,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.000s,PASSED
auto6 = DataTest.getUserTest6(),,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.000s,PASSED
auto7 = DataTest.getUserTest7(),,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.001s,PASSED
"document = DataTest.createDocumentTest(auto5, auto6, auto7, ""dummy.pdf"", ""dummy.pdf"")",,,,21-05-2025 13:23:29,21-05-2025 13:23:29,0.000s,PASSED
loginScreen.login(auto5),,,,21-05-2025 13:23:29,21-05-2025 13:23:40,10.139s,PASSED
homeScreen.openRequestList(),,,,21-05-2025 13:23:40,21-05-2025 13:23:40,0.637s,PASSED
homeScreen.createRequest(REQUEST_NAME),,,,21-05-2025 13:23:40,21-05-2025 13:23:45,4.978s,PASSED
pdfSignScreen.fillInTitle(title),,,,21-05-2025 13:23:45,21-05-2025 13:23:48,2.545s,PASSED
pdfSignScreen.selectPriority(priority),,,,21-05-2025 13:23:48,21-05-2025 13:23:51,3.388s,PASSED
pdfSignScreen.selectTime(time),,,,21-05-2025 13:23:51,21-05-2025 13:24:00,9.148s,PASSED
pdfSignScreen.fillInDescription(description),,,,21-05-2025 13:24:00,21-05-2025 13:24:04,3.369s,PASSED
pdfSignScreen.selectAssigner(getAssigner().getEmail()),,,,21-05-2025 13:24:04,21-05-2025 13:24:18,13.916s,PASSED
pdfSignScreen.openMainFileBrowser(),,,,21-05-2025 13:24:18,21-05-2025 13:24:20,1.901s,PASSED
fileBrowserScreen.attachFile(mainFileName),,,,21-05-2025 13:24:20,21-05-2025 13:24:29,9.605s,PASSED
pdfSignScreen.openSubFileBrowser(),,,,21-05-2025 13:24:29,21-05-2025 13:24:34,4.612s,PASSED
fileBrowserScreen.attachFile(subFileName),,,,21-05-2025 13:24:34,21-05-2025 13:24:42,8.083s,PASSED
pdfSignScreen.selectRelatedMember(getCc().getEmail()),,,,21-05-2025 13:24:42,21-05-2025 13:24:52,10.045s,PASSED
pdfSignScreen.performAction(SEND_APPROVE),,,,21-05-2025 13:24:52,21-05-2025 13:24:55,2.722s,PASSED
document.setStatus(WAIT_APPROVE),,,,21-05-2025 13:24:55,21-05-2025 13:24:55,0.001s,PASSED
pdfSignScreen.fillInOpinion(document.getComment()),,,,21-05-2025 13:24:55,21-05-2025 13:24:57,2.326s,PASSED
pdfSignScreen.submitRequest(),,,,21-05-2025 13:24:57,21-05-2025 13:25:09,12.267s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:25:09,21-05-2025 13:25:09,0.279s,PASSED
homeScreen.goToOutComingDocument(),,,,21-05-2025 13:25:09,21-05-2025 13:25:18,8.575s,PASSED
outComingDocument.viewInformationDocument(document),,,,21-05-2025 13:25:18,21-05-2025 13:25:31,12.501s,PASSED
documentInformationScreen.checkDocumentTitle(document),,,,21-05-2025 13:25:31,21-05-2025 13:25:39,8.478s,PASSED
documentInformationScreen.checkSender(document),,,,21-05-2025 13:25:39,21-05-2025 13:25:39,0.366s,PASSED
documentInformationScreen.checkStatus(document),,,,21-05-2025 13:25:39,21-05-2025 13:25:40,0.404s,PASSED
documentInformationScreen.checkFinishDate(document),,,,21-05-2025 13:25:40,21-05-2025 13:25:40,0.420s,PASSED
documentInformationScreen.checkPriority(document),,,,21-05-2025 13:25:40,21-05-2025 13:25:41,0.427s,PASSED
documentInformationScreen.checkDescription(document),,,,21-05-2025 13:25:41,21-05-2025 13:25:41,0.416s,PASSED
documentInformationScreen.checkAssigner(document),,,,21-05-2025 13:25:41,21-05-2025 13:25:44,3.252s,PASSED
documentInformationScreen.checkPresentFileName(document),,,,21-05-2025 13:25:44,21-05-2025 13:25:46,2.008s,PASSED
documentInformationScreen.checkAttachFileName(document),,,,21-05-2025 13:25:46,21-05-2025 13:25:50,3.504s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:25:50,21-05-2025 13:25:59,9.193s,PASSED
outComingDocument.checkItemInDocument(),,,,21-05-2025 13:25:59,21-05-2025 13:25:59,0.001s,PASSED
homeScreen.logout(),,,,21-05-2025 13:25:59,21-05-2025 13:26:08,8.921s,PASSED
document.setAssigner(auto5),,,,21-05-2025 13:26:08,21-05-2025 13:26:08,0.001s,PASSED
loginScreen.login(auto6),,,,21-05-2025 13:26:08,21-05-2025 13:26:18,10.219s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:26:18,21-05-2025 13:26:18,0.224s,PASSED
inComingDocument.viewInformationDocument(document),,,,21-05-2025 13:26:18,21-05-2025 13:26:35,16.219s,PASSED
documentInformationScreen.checkDocumentTitle(document),,,,21-05-2025 13:26:35,21-05-2025 13:26:36,1.044s,PASSED
documentInformationScreen.checkSender(document),,,,21-05-2025 13:26:36,21-05-2025 13:26:36,0.426s,PASSED
documentInformationScreen.checkStatus(document),,,,21-05-2025 13:26:36,21-05-2025 13:26:36,0.428s,PASSED
documentInformationScreen.checkFinishDate(document),,,,21-05-2025 13:26:36,21-05-2025 13:26:37,0.436s,PASSED
documentInformationScreen.checkPriority(document),,,,21-05-2025 13:26:37,21-05-2025 13:26:37,0.430s,PASSED
documentInformationScreen.checkDescription(document),,,,21-05-2025 13:26:37,21-05-2025 13:26:38,0.439s,PASSED
documentInformationScreen.checkAssigner(document),,,,21-05-2025 13:26:38,21-05-2025 13:26:41,3.312s,PASSED
documentInformationScreen.checkPresentFileName(document),,,,21-05-2025 13:26:41,21-05-2025 13:26:43,2.071s,PASSED
documentInformationScreen.checkAttachFileName(document),,,,21-05-2025 13:26:43,21-05-2025 13:26:47,3.627s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:26:47,21-05-2025 13:26:56,9.314s,PASSED
inComingDocument.checkItemInDocument(),,,,21-05-2025 13:26:56,21-05-2025 13:26:56,0.002s,PASSED
homeScreen.logout(),,,,21-05-2025 13:26:56,21-05-2025 13:27:05,8.980s,PASSED
document.setAssigner(auto6),,,,21-05-2025 13:27:05,21-05-2025 13:27:05,0.000s,PASSED
loginScreen.login(auto7),,,,21-05-2025 13:27:05,21-05-2025 13:27:15,10.265s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:27:15,21-05-2025 13:27:16,0.258s,PASSED
inComingDocument.goToRelatedDocument(),,,,21-05-2025 13:27:16,21-05-2025 13:27:17,1.739s,PASSED
relatedDocumentScreen.viewInformationDocument(document),,,,21-05-2025 13:27:17,21-05-2025 13:27:52,35.083s,ERROR
Start listener action : afterTest,,,,21-05-2025 13:27:52,21-05-2025 13:27:54,1.445s,PASSED
,,,,,,,
Test Cases/IPAPER APP/004 TAO YEU CAU LAY Y KIEN_1 NGUOI,,,,21-05-2025 13:27:54,21-05-2025 13:28:21,27.023s,ERROR
Start listener action : beforeTest,,,,21-05-2025 13:27:54,21-05-2025 13:27:55,1.532s,PASSED
"REQUEST_NAME = ""Trình ký PDF có sẵn""",,,,21-05-2025 13:27:56,21-05-2025 13:27:56,0.000s,PASSED
"USER_CREATE_COMMENT = ""Commented by user create document""",,,,21-05-2025 13:27:56,21-05-2025 13:27:56,0.000s,PASSED
"ASSIGNER_COMMENT = ""Comment by assigner""",,,,21-05-2025 13:27:56,21-05-2025 13:27:56,0.000s,PASSED
"documentTitle = ""Trình ký "" + System.currentTimeMillis()",,,,21-05-2025 13:27:56,21-05-2025 13:27:56,0.000s,PASSED
auto5 = DataTest.getUserTest5(),,,,21-05-2025 13:27:56,21-05-2025 13:27:56,0.001s,PASSED
auto6 = DataTest.getUserTest6(),,,,21-05-2025 13:27:56,21-05-2025 13:27:56,0.000s,PASSED
"document = DataTest.createDocumentTest(auto5, auto6, null, ""dummy.pdf"", ""dummy.pdf"")",,,,21-05-2025 13:27:56,21-05-2025 13:27:56,0.001s,PASSED
loginScreen.login(auto5),,,,21-05-2025 13:27:56,21-05-2025 13:28:16,20.873s,PASSED
homeScreen.openRequestList(),,,,21-05-2025 13:28:16,21-05-2025 13:28:20,3.160s,ERROR
Start listener action : afterTest,,,,21-05-2025 13:28:20,21-05-2025 13:28:21,1.341s,PASSED
,,,,,,,
Test Cases/IPAPER APP/005 TAO YEU CAU LAY Y KIEN_NHIEU NGUOI,,,,21-05-2025 13:28:21,21-05-2025 13:33:08,4m - 47.168s,ERROR
Start listener action : beforeTest,,,,21-05-2025 13:28:21,21-05-2025 13:28:23,1.604s,PASSED
"REQUEST_NAME = ""Trình ký PDF có sẵn""",,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.000s,PASSED
"USER_CREATE_COMMENT = ""Commented by user create document""",,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.001s,PASSED
"AUTO6_COMMENT = ""Commented by auto6""",,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.000s,PASSED
"AUTO7_COMMENT = ""Commented by auto7""",,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.000s,PASSED
"AUTO8_COMMENT = ""Commented by auto8""",,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.000s,PASSED
auto5 = DataTest.getUserTest5(),,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.001s,PASSED
auto6 = DataTest.getUserTest6(),,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.000s,PASSED
auto7 = DataTest.getUserTest7(),,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.000s,PASSED
auto8 = DataTest.getUserTest8(),,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.001s,PASSED
"document = DataTest.createDocumentTest(auto5, auto6, null, ""dummy.pdf"", ""dummy.pdf"")",,,,21-05-2025 13:28:23,21-05-2025 13:28:23,0.002s,PASSED
loginScreen.login(auto5),,,,21-05-2025 13:28:23,21-05-2025 13:28:33,9.978s,PASSED
homeScreen.openRequestList(),,,,21-05-2025 13:28:33,21-05-2025 13:28:33,0.534s,PASSED
homeScreen.createRequest(REQUEST_NAME),,,,21-05-2025 13:28:33,21-05-2025 13:28:36,3.049s,PASSED
pdfSignScreen.fillInTitle(document.getTitle()),,,,21-05-2025 13:28:36,21-05-2025 13:28:39,2.409s,PASSED
pdfSignScreen.selectPriority(document.getPriority()),,,,21-05-2025 13:28:39,21-05-2025 13:28:57,18.718s,PASSED
pdfSignScreen.selectTime(document.getTime()),,,,21-05-2025 13:28:57,21-05-2025 13:29:06,9.080s,PASSED
pdfSignScreen.fillInDescription(document.getDescription()),,,,21-05-2025 13:29:06,21-05-2025 13:29:10,3.477s,PASSED
pdfSignScreen.selectAssigner(getAssigner().getEmail()),,,,21-05-2025 13:29:10,21-05-2025 13:29:25,15.104s,PASSED
pdfSignScreen.selectAssigner(auto7),,,,21-05-2025 13:29:25,21-05-2025 13:29:43,17.669s,PASSED
pdfSignScreen.selectAssigner(auto8),,,,21-05-2025 13:29:43,21-05-2025 13:29:56,12.835s,PASSED
pdfSignScreen.openMainFileBrowser(),,,,21-05-2025 13:29:56,21-05-2025 13:29:57,1.929s,PASSED
fileBrowserScreen.attachFile(document.getMainFileName()),,,,21-05-2025 13:29:57,21-05-2025 13:30:07,9.623s,PASSED
pdfSignScreen.openSubFileBrowser(),,,,21-05-2025 13:30:07,21-05-2025 13:30:13,5.554s,PASSED
fileBrowserScreen.attachFile(document.getSubFileName()),,,,21-05-2025 13:30:13,21-05-2025 13:30:20,7.763s,PASSED
pdfSignScreen.performAction(SEND_WITH_COMENT),,,,21-05-2025 13:30:20,21-05-2025 13:30:24,3.425s,PASSED
pdfSignScreen.fillInOpinion(USER_CREATE_COMMENT),,,,21-05-2025 13:30:24,21-05-2025 13:30:26,2.375s,PASSED
pdfSignScreen.submitRequest(),,,,21-05-2025 13:30:26,21-05-2025 13:30:40,14.261s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:30:40,21-05-2025 13:30:41,0.290s,PASSED
homeScreen.logout(),,,,21-05-2025 13:30:41,21-05-2025 13:30:49,8.735s,PASSED
document.setStatus(WAIT_GET_COMMENT),,,,21-05-2025 13:30:49,21-05-2025 13:30:49,0.002s,PASSED
document.setAssigner(auto5),,,,21-05-2025 13:30:49,21-05-2025 13:30:49,0.001s,PASSED
loginScreen.login(auto6),,,,21-05-2025 13:30:49,21-05-2025 13:31:00,10.253s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:31:00,21-05-2025 13:31:00,0.217s,PASSED
inComingDocument.viewInformationDocument(document),,,,21-05-2025 13:31:00,21-05-2025 13:31:18,18.380s,PASSED
documentInformationScreen.isSendCommentDisplayed(),,,,21-05-2025 13:31:18,21-05-2025 13:31:21,2.356s,PASSED
documentInformationScreen.checkDocumentTitle(document),,,,21-05-2025 13:31:21,21-05-2025 13:31:22,1.285s,PASSED
documentInformationScreen.checkSender(document),,,,21-05-2025 13:31:22,21-05-2025 13:31:22,0.434s,PASSED
documentInformationScreen.checkCreateDate(),,,,21-05-2025 13:31:22,21-05-2025 13:31:23,0.427s,PASSED
documentInformationScreen.checkFinishDate(document),,,,21-05-2025 13:31:23,21-05-2025 13:31:23,0.426s,PASSED
documentInformationScreen.checkPriority(document),,,,21-05-2025 13:31:23,21-05-2025 13:31:24,0.421s,PASSED
documentInformationScreen.checkDescription(document),,,,21-05-2025 13:31:24,21-05-2025 13:31:24,0.410s,PASSED
documentInformationScreen.checkAssigner(document),,,,21-05-2025 13:31:24,21-05-2025 13:31:27,3.338s,PASSED
documentInformationScreen.checkPresentFileName(document),,,,21-05-2025 13:31:27,21-05-2025 13:31:30,2.099s,PASSED
documentInformationScreen.checkAttachFileName(document),,,,21-05-2025 13:31:30,21-05-2025 13:31:33,3.232s,PASSED
"documentInformationScreen.performAction(document, COMMENT, AUTO6_COMMENT)",,,,21-05-2025 13:31:33,21-05-2025 13:31:38,5.219s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:31:38,21-05-2025 13:31:43,4.550s,PASSED
homeScreen.logout(),,,,21-05-2025 13:31:43,21-05-2025 13:31:51,8.945s,PASSED
loginScreen.login(auto7),,,,21-05-2025 13:31:51,21-05-2025 13:32:02,10.215s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:32:02,21-05-2025 13:32:02,0.243s,PASSED
inComingDocument.viewInformationDocument(document),,,,21-05-2025 13:32:02,21-05-2025 13:32:18,16.290s,PASSED
documentInformationScreen.isSendCommentDisplayed(),,,,21-05-2025 13:32:18,21-05-2025 13:32:21,2.311s,PASSED
documentInformationScreen.checkDocumentTitle(document),,,,21-05-2025 13:32:21,21-05-2025 13:32:22,1.305s,PASSED
documentInformationScreen.checkSender(document),,,,21-05-2025 13:32:22,21-05-2025 13:32:22,0.481s,PASSED
documentInformationScreen.checkCreateDate(),,,,21-05-2025 13:32:22,21-05-2025 13:32:23,0.471s,PASSED
documentInformationScreen.checkFinishDate(document),,,,21-05-2025 13:32:23,21-05-2025 13:32:23,0.474s,PASSED
documentInformationScreen.checkPriority(document),,,,21-05-2025 13:32:23,21-05-2025 13:32:24,0.466s,PASSED
documentInformationScreen.checkDescription(document),,,,21-05-2025 13:32:24,21-05-2025 13:32:24,0.454s,PASSED
documentInformationScreen.checkAssigner(document),,,,21-05-2025 13:32:24,21-05-2025 13:32:27,3.217s,PASSED
documentInformationScreen.checkPresentFileName(document),,,,21-05-2025 13:32:27,21-05-2025 13:32:29,1.821s,PASSED
documentInformationScreen.checkAttachFileName(document),,,,21-05-2025 13:32:29,21-05-2025 13:32:33,3.553s,PASSED
"documentInformationScreen.performAction(document, COMMENT, AUTO7_COMMENT)",,,,21-05-2025 13:32:33,21-05-2025 13:32:38,5.330s,PASSED
documentInformationScreen.backToHome(),,,,21-05-2025 13:32:38,21-05-2025 13:32:43,4.637s,PASSED
homeScreen.logout(),,,,21-05-2025 13:32:43,21-05-2025 13:32:52,8.780s,PASSED
loginScreen.login(auto8),,,,21-05-2025 13:32:52,21-05-2025 13:33:04,12.115s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:33:04,21-05-2025 13:33:07,3.138s,ERROR
Start listener action : afterTest,,,,21-05-2025 13:33:07,21-05-2025 13:33:08,1.311s,PASSED
,,,,,,,
Test Cases/IPAPER APP/006 TAO YEU CAU LAY Y KIEN_KHONG NHAP Y KIEN,,,,21-05-2025 13:33:08,21-05-2025 13:33:31,22.485s,ERROR
Start listener action : beforeTest,,,,21-05-2025 13:33:08,21-05-2025 13:33:10,1.543s,PASSED
"REQUEST_NAME = ""Trình ký PDF có sẵn""",,,,21-05-2025 13:33:10,21-05-2025 13:33:10,0.000s,PASSED
"USER_CREATE_COMMENT = ""Commented by user create document""",,,,21-05-2025 13:33:10,21-05-2025 13:33:10,0.000s,PASSED
"ASSIGNER_COMMENT = ""Comment by assigner""",,,,21-05-2025 13:33:10,21-05-2025 13:33:10,0.000s,PASSED
"documentTitle = ""Trình ký "" + System.currentTimeMillis()",,,,21-05-2025 13:33:10,21-05-2025 13:33:10,0.000s,PASSED
auto5 = DataTest.getUserTest5(),,,,21-05-2025 13:33:10,21-05-2025 13:33:10,0.000s,PASSED
auto6 = DataTest.getUserTest6(),,,,21-05-2025 13:33:10,21-05-2025 13:33:10,0.001s,PASSED
"document = DataTest.createDocumentTest(auto5, auto6, null, ""dummy.pdf"", ""dummy.pdf"")",,,,21-05-2025 13:33:10,21-05-2025 13:33:10,0.000s,PASSED
loginScreen.login(auto5),,,,21-05-2025 13:33:10,21-05-2025 13:33:26,16.497s,PASSED
homeScreen.openRequestList(),,,,21-05-2025 13:33:26,21-05-2025 13:33:29,3.054s,ERROR
Start listener action : afterTest,,,,21-05-2025 13:33:29,21-05-2025 13:33:31,1.326s,PASSED
,,,,,,,
Test Cases/IPAPER APP/007 HIEN THI HO SO DEN,,,,21-05-2025 13:33:31,21-05-2025 13:33:50,19.600s,PASSED
Start listener action : beforeTest,,,,21-05-2025 13:33:31,21-05-2025 13:33:32,1.543s,PASSED
"auto1 = DataTest.getUserTest(""auto1"")",,,,21-05-2025 13:33:32,21-05-2025 13:33:32,0.001s,PASSED
loginScreen.login(auto1),,,,21-05-2025 13:33:32,21-05-2025 13:33:46,14.236s,PASSED
homeScreen.goToIncomingDocument(),,,,21-05-2025 13:33:46,21-05-2025 13:33:49,2.745s,PASSED
inComingDocument.checkItemInDocument(),,,,21-05-2025 13:33:49,21-05-2025 13:33:49,0.001s,PASSED
Start listener action : afterTest,,,,21-05-2025 13:33:49,21-05-2025 13:33:50,1.030s,PASSED
,,,,,,,
Test Cases/IPAPER APP/008 HIEN THI HO SO DI,,,,21-05-2025 13:33:50,21-05-2025 13:34:14,24.105s,PASSED
Start listener action : beforeTest,,,,21-05-2025 13:33:50,21-05-2025 13:33:52,1.519s,PASSED
"auto1 = DataTest.getUserTest(""auto1"")",,,,21-05-2025 13:33:52,21-05-2025 13:33:52,0.001s,PASSED
loginScreen.login(auto1),,,,21-05-2025 13:33:52,21-05-2025 13:34:05,13.111s,PASSED
homeScreen.goToOutComingDocument(),,,,21-05-2025 13:34:05,21-05-2025 13:34:13,8.412s,PASSED
outComingDocument.checkItemInDocument(),,,,21-05-2025 13:34:13,21-05-2025 13:34:13,0.000s,PASSED
Start listener action : afterTest,,,,21-05-2025 13:34:13,21-05-2025 13:34:14,1.023s,PASSED
,,,,,,,
Test Cases/IPAPER APP/009 DUYET NHANH,,,,21-05-2025 13:34:14,21-05-2025 13:37:47,3m - 32.974s,FAILED
